BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#51'
	and p_type not like 'ECONOMY BURNISHED%'
	and p_size in (28, 27, 17, 10, 8, 50, 5, 13)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#11   | ECONOMY ANODIZED COPPER   |     28 |          100
 Brand#12   | PROMO BRUSHED TIN         |     50 |          100
 Brand#12   | STANDARD ANODIZED TIN     |     13 |          100
 Brand#42   | PROMO BURNISHED NICKEL    |     27 |          100
 Brand#23   | PROMO BURNISHED COPPER    |     13 |           96
 Brand#41   | LARGE POLISHED STEEL      |     50 |           96
 Brand#43   | MEDIUM PLATED NICKEL      |     28 |           95
 Brand#11   | LARGE POLISHED COPPER     |     10 |           92
 Brand#24   | SMALL PLATED STEEL        |     17 |           92
 Brand#31   | STANDARD PLATED COPPER    |     27 |           92
 Brand#32   | ECONOMY ANODIZED BRASS    |      8 |           92
 Brand#33   | PROMO BURNISHED NICKEL    |      8 |           92
 Brand#35   | SMALL BRUSHED COPPER      |     13 |           92
 Brand#42   | PROMO BURNISHED TIN       |     28 |           92
 Brand#53   | SMALL PLATED BRASS        |      8 |           92
 Brand#45   | LARGE ANODIZED BRASS      |      5 |           91
 Brand#21   | LARGE POLISHED NICKEL     |     10 |           88
 Brand#21   | LARGE POLISHED STEEL      |     28 |           88
 Brand#24   | LARGE BRUSHED NICKEL      |     17 |           88
 Brand#31   | MEDIUM POLISHED BRASS     |     17 |           88
 Brand#31   | SMALL BRUSHED TIN         |      8 |           88
 Brand#33   | PROMO ANODIZED TIN        |      8 |           88
 Brand#33   | SMALL BURNISHED STEEL     |     50 |           88
 Brand#34   | MEDIUM ANODIZED COPPER    |      5 |           88
 Brand#35   | MEDIUM BURNISHED STEEL    |     10 |           88
 Brand#41   | LARGE BRUSHED NICKEL      |     50 |           88
 Brand#41   | SMALL PLATED STEEL        |     27 |           88
 Brand#42   | LARGE POLISHED STEEL      |     10 |           88
 Brand#44   | MEDIUM BRUSHED NICKEL     |     50 |           88
 Brand#44   | PROMO ANODIZED BRASS      |     28 |           88
 Brand#44   | STANDARD BURNISHED STEEL  |      5 |           88
 Brand#45   | LARGE ANODIZED NICKEL     |      5 |           88
 Brand#54   | PROMO PLATED TIN          |     50 |           88
 Brand#54   | STANDARD BRUSHED NICKEL   |      5 |           88
 Brand#55   | LARGE BURNISHED NICKEL    |     50 |           88
 Brand#22   | ECONOMY ANODIZED TIN      |      5 |           87
 Brand#31   | STANDARD POLISHED BRASS   |     10 |           87
 Brand#11   | ECONOMY ANODIZED COPPER   |     27 |           84
 Brand#11   | ECONOMY POLISHED COPPER   |     50 |           84
 Brand#12   | ECONOMY BRUSHED STEEL     |      5 |           84
 Brand#12   | LARGE BURNISHED NICKEL    |     10 |           84
 Brand#12   | STANDARD PLATED COPPER    |     28 |           84
 Brand#13   | STANDARD BRUSHED BRASS    |     28 |           84
